Date,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,BB,CC,DD,EE,FF,GG,HH,II,JJ,KK,LL,MM,NN,OO,PP,QQ,RR,SS,TT,UU,VV,WW,XX,YY,ZZ
2000-05-13,113.57,264.58,201.5,354.32,224.12,259.72,86.98,268.7,170.71,241.26,110.08,58.7,166.24,124.87,372.53,106.73,126.41,97.15,82.26,175.43,60.41,143.05,126.86,123.84,67.62,62.0,87.35,59.04,46.09,306.96,71.3,286.55,90.14,282.78,40.99,346.47,90.01,226.92,148.13,284.62,82.56,95.29,102.16,149.28,222.49,157.95,318.97,312.63,314.31,122.64,70.29,240.49
2000-05-14,113.74,258.59,200.97,354.16,223.75,261.91,88.15,269.14,169.92,241.55,110.0,59.37,165.99,125.06,365.75,107.49,127.35,96.35,81.99,173.95,61.01,140.82,127.52,122.65,67.79,63.6,85.76,59.38,46.34,304.9,71.41,291.23,90.69,285.96,41.25,346.53,90.98,225.31,147.55,282.64,81.07,94.07,101.97,149.73,217.22,156.98,324.31,307.14,312.04,123.94,68.97,239.44
2000-05-15,113.05,257.03,201.24,354.39,224.57,260.51,87.97,263.93,169.38,242.61,111.61,59.12,165.89,125.82,368.48,105.42,127.49,96.02,81.73,170.26,61.44,141.04,126.62,121.79,67.22,63.24,85.7,60.05,46.93,305.64,71.81,288.41,91.11,282.93,41.15,347.65,92.34,224.59,147.52,280.11,81.17,93.19,102.4,150.14,214.8,159.9,331.57,308.38,315.14,125.38,68.35,238.24
2000-05-16,114.49,260.47,201.96,348.74,226.34,263.32,88.34,264.54,172.51,241.98,111.27,60.73,165.55,123.95,365.49,105.39,126.98,94.82,82.61,172.01,60.59,141.38,127.97,124.38,67.39,63.87,85.69,60.11,46.55,301.63,72.52,288.52,91.29,284.69,40.79,346.67,91.84,223.14,145.9,276.12,81.38,93.64,104.5,149.57,215.52,160.09,327.98,311.01,318.91,125.58,68.94,240.52
2000-05-17,115.02,259.22,202.77,348.75,223.75,267.12,87.58,267.87,171.49,239.44,110.73,61.24,165.06,122.12,361.76,106.03,125.39,94.6,81.65,173.63,60.58,141.75,125.65,125.02,68.41,63.52,85.12,60.86,46.82,293.14,72.24,291.28,91.25,281.94,40.45,348.75,92.02,221.91,146.21,276.32,81.62,93.29,104.12,150.46,217.01,158.81,328.85,312.95,323.49,124.81,68.3,241.18
2000-05-18,115.64,259.49,204.16,348.57,225.98,264.96,87.52,267.57,171.87,241.38,111.16,60.44,164.03,121.16,358.91,105.03,125.31,94.92,82.86,172.59,60.22,142.94,125.22,126.48,67.81,63.49,85.13,61.28,46.77,292.42,71.22,294.02,90.5,286.6,40.5,347.36,91.05,220.53,145.14,277.89,81.67,93.06,103.08,151.16,215.37,156.63,320.79,309.82,321.74,125.84,68.08,242.74
2000-05-19,113.97,260.82,204.82,342.68,230.03,264.98,86.69,266.96,169.78,236.91,109.48,59.49,164.57,120.92,357.5,105.76,124.1,94.58,81.93,169.56,60.04,144.63,123.45,127.58,68.55,64.37,85.69,62.58,46.82,293.16,71.76,293.28,91.73,285.74,40.42,350.08,90.14,225.29,149.16,276.7,81.42,93.88,102.76,152.59,211.66,156.33,322.03,312.71,315.08,126.72,68.3,240.92
2000-05-20,114.0,259.43,207.16,341.46,230.63,262.52,86.32,269.54,170.35,235.45,111.47,59.31,161.7,120.75,363.56,106.16,125.52,94.75,82.71,171.24,60.22,144.28,121.68,127.89,67.53,65.27,85.75,62.6,46.8,293.92,72.11,296.73,90.94,286.91,40.6,354.97,92.1,225.23,149.78,275.64,81.66,94.43,104.39,149.97,210.31,159.27,320.07,311.54,318.78,126.29,68.14,246.19
2000-05-21,113.64,259.63,207.59,340.98,231.5,262.01,85.81,272.42,170.6,233.63,114.37,60.22,163.8,121.31,358.21,105.41,125.49,96.3,82.47,172.52,59.57,145.22,123.95,129.18,67.66,64.24,86.25,62.9,47.21,297.0,72.3,296.01,90.82,281.89,40.42,357.42,91.63,226.45,150.14,277.9,81.95,94.21,103.98,149.88,212.82,156.56,317.34,311.89,315.65,125.33,68.95,248.07
2000-05-22,112.8,258.17,205.13,343.01,233.13,259.92,85.77,274.05,171.63,236.29,114.12,59.1,164.98,121.16,367.05,104.87,123.19,96.16,83.94,172.82,60.17,145.59,123.91,130.0,67.26,63.68,86.21,62.34,46.94,298.13,72.48,293.96,90.9,280.67,40.44,362.62,90.95,225.87,152.5,279.75,83.25,94.36,105.05,148.56,213.77,158.36,313.68,313.41,315.21,123.97,68.55,250.27
2000-05-23,112.73,259.24,205.79,344.43,234.44,266.67,84.35,278.78,169.03,239.86,113.04,59.82,163.68,121.36,361.34,105.32,123.57,96.67,83.97,170.67,61.21,146.31,124.29,129.42,67.06,64.19,85.39,63.0,46.96,298.02,72.93,296.72,90.78,282.05,40.25,363.51,90.4,222.27,152.0,279.86,82.51,93.3,105.57,146.75,214.75,158.57,315.92,315.0,312.04,124.42,68.37,251.29
2000-05-24,112.29,257.29,206.97,346.61,235.97,270.5,84.45,278.47,170.63,235.65,112.01,60.06,164.48,119.82,357.94,105.34,125.18,97.07,83.51,171.34,60.74,145.63,125.21,132.51,67.43,63.71,85.85,63.94,47.33,296.62,72.66,293.19,89.45,285.21,39.71,364.52,89.33,223.96,152.51,277.84,82.11,95.37,104.87,149.02,215.63,160.09,311.29,314.37,310.89,123.97,67.27,252.92
2000-05-25,112.31,257.79,209.24,349.35,241.82,272.41,84.38,278.04,168.91,230.94,112.76,60.52,164.45,120.85,351.87,105.42,125.45,96.73,83.82,172.14,61.57,143.77,126.42,132.71,68.48,63.16,85.58,63.22,48.46,293.68,72.36,291.8,88.98,282.77,40.03,362.69,90.15,224.35,152.87,274.06,81.45,93.09,103.38,147.78,215.16,159.15,314.18,311.22,312.0,122.51,66.77,254.85
2000-05-26,113.09,257.74,210.7,342.59,245.54,271.81,84.05,280.17,166.61,231.13,114.51,60.89,164.37,121.62,347.76,105.47,126.3,95.23,83.36,172.66,62.0,143.52,126.78,133.44,67.44,63.54,84.75,63.02,48.31,293.24,72.21,290.28,87.78,280.72,39.73,363.58,90.6,226.45,150.02,280.75,80.89,93.24,104.71,145.5,214.5,159.51,313.25,311.12,310.69,123.78,67.23,257.23
2000-05-27,112.14,256.99,214.0,345.33,244.19,270.49,85.48,284.37,166.59,229.71,112.94,61.04,165.86,121.8,346.37,104.36,123.31,95.47,83.65,171.45,63.23,144.81,124.54,133.65,66.63,62.47,86.11,62.76,47.52,292.87,69.75,283.99,90.33,282.04,39.17,370.05,90.19,224.82,149.09,281.01,81.17,93.03,104.95,147.95,215.52,159.97,316.24,316.39,309.95,123.13,68.59,258.34
2000-05-28,112.85,254.15,213.89,348.82,242.35,271.03,84.47,280.91,163.85,228.07,113.53,61.55,165.42,121.91,346.36,105.86,123.0,94.42,83.24,171.1,63.78,147.0,124.1,132.3,65.56,62.31,87.14,62.36,48.56,291.81,69.62,288.12,89.29,281.55,38.64,368.67,91.12,225.01,148.37,275.62,81.32,93.03,106.3,148.55,214.0,159.33,317.84,316.46,309.97,123.1,69.5,255.22
2000-05-29,111.73,248.27,214.83,347.91,247.29,272.34,85.35,286.49,162.55,229.79,113.02,61.97,164.06,122.31,340.43,105.39,125.23,94.74,81.97,168.93,63.87,146.06,121.47,132.33,65.02,62.44,87.45,62.19,47.61,291.77,70.03,291.54,88.97,284.77,38.77,368.5,91.55,221.73,150.51,270.79,81.04,94.65,105.35,149.89,212.86,159.63,325.53,317.33,307.45,124.11,68.33,256.46
2000-05-30,109.37,249.48,216.78,349.59,249.36,269.65,85.62,288.73,161.29,231.83,112.28,62.85,163.04,123.83,338.41,104.97,123.42,95.48,81.46,167.64,63.54,145.76,118.61,131.62,65.42,62.55,87.28,61.95,47.8,289.97,69.47,289.4,89.42,288.82,39.12,370.06,91.88,225.24,151.19,265.32,81.52,94.12,105.3,148.78,212.67,159.5,325.53,318.49,308.77,122.86,68.75,255.58
2000-05-31,109.72,254.51,217.88,350.79,253.71,268.66,86.27,287.41,161.0,226.05,113.35,63.96,167.33,125.16,340.05,104.7,122.62,94.49,80.81,166.0,64.63,146.41,117.14,132.48,66.14,63.81,86.24,62.23,48.51,288.96,68.91,288.74,88.29,283.09,39.89,369.64,93.14,225.52,152.21,265.41,83.27,95.49,103.41,150.24,214.11,157.7,317.17,321.28,307.09,122.64,68.79,254.32
2000-06-01,112.35,255.01,217.15,342.98,257.48,263.08,86.56,287.36,159.44,226.55,113.44,63.69,165.65,126.19,337.91,104.76,121.61,94.02,80.69,167.21,64.76,148.72,118.3,130.97,66.05,64.28,85.76,62.63,48.62,289.47,68.03,289.63,89.11,281.81,40.09,366.23,92.85,227.19,153.71,266.0,82.85,95.92,103.74,149.22,212.73,161.46,318.7,324.13,308.87,121.82,68.97,250.7
2000-06-02,111.42,257.95,213.24,340.96,255.72,263.43,86.63,290.13,158.06,224.4,112.5,62.81,165.68,123.62,337.44,106.18,121.11,95.5,80.57,168.03,64.63,150.91,117.55,130.05,65.98,64.24,85.85,62.94,47.93,293.44,67.55,289.31,87.66,282.54,39.93,368.77,92.41,230.27,155.58,267.88,83.38,95.99,103.79,147.25,213.21,161.44,317.28,325.21,311.35,121.03,70.2,251.76
2000-06-03,111.23,260.61,210.59,346.85,256.42,263.72,86.47,295.54,158.48,223.94,112.52,63.04,162.05,121.26,338.56,105.7,118.85,93.95,79.39,167.07,65.67,152.55,117.93,129.83,65.78,64.1,86.12,62.04,47.74,292.46,67.39,289.41,88.58,284.4,39.75,371.84,92.19,229.06,154.7,264.32,83.29,97.15,102.06,151.0,213.66,161.09,319.25,323.47,310.98,119.82,69.39,248.21
2000-06-04,111.7,266.7,212.19,347.84,256.78,262.26,86.51,296.93,156.97,224.55,114.43,62.09,163.0,121.67,341.41,103.54,119.45,93.59,80.82,167.94,65.17,154.54,117.38,128.94,66.08,64.36,85.06,60.51,47.44,292.49,66.58,287.93,89.31,288.46,39.4,374.62,92.08,230.88,152.97,264.61,84.4,97.13,101.87,151.33,212.75,161.08,324.3,325.06,306.07,119.12,68.89,249.69
2000-06-05,110.78,264.46,212.86,346.18,254.57,257.41,87.3,298.48,160.39,221.36,112.89,62.53,162.2,120.38,336.37,105.17,120.26,93.97,80.82,166.05,63.74,154.22,117.26,128.2,65.92,64.5,85.69,61.02,47.02,290.97,65.19,294.01,89.85,291.16,39.03,374.01,92.38,230.13,156.31,262.66,83.83,97.49,102.68,152.24,212.97,161.69,324.33,325.73,306.18,119.14,68.9,250.99
2000-06-06,110.05,261.36,213.28,344.17,256.07,260.72,89.36,298.95,160.92,222.41,113.15,63.26,164.33,121.47,332.29,105.74,118.75,94.38,80.02,166.05,64.41,154.06,119.73,127.55,65.39,65.14,86.15,60.57,47.01,293.98,64.89,290.57,90.01,299.27,39.24,375.09,91.34,233.32,155.4,266.42,83.06,97.2,102.12,150.21,215.27,160.26,324.97,330.35,302.95,119.21,68.69,252.06
2000-06-07,110.73,258.32,216.06,342.28,257.25,258.48,90.59,298.78,160.34,222.07,110.99,64.0,165.84,121.57,325.57,105.86,119.43,94.73,81.04,165.36,62.79,151.78,119.39,127.11,66.13,64.36,85.92,60.25,47.76,297.03,64.75,289.46,90.39,299.38,38.82,382.87,90.34,234.74,152.38,261.71,82.77,97.99,101.92,150.77,214.66,161.84,319.56,326.97,301.28,119.3,68.84,253.4
2000-06-08,110.07,258.75,216.29,344.98,255.81,263.4,91.03,297.81,159.67,221.73,110.48,64.59,169.71,121.38,319.31,104.4,119.74,95.47,81.28,168.66,62.19,150.58,119.57,125.6,65.72,64.05,85.02,60.14,48.3,297.17,63.57,291.56,89.84,302.99,39.18,384.53,90.42,237.07,152.27,260.67,82.29,97.19,102.76,148.56,212.09,164.28,324.99,329.57,302.3,118.16,68.83,253.41
2000-06-09,109.88,262.32,210.91,346.15,253.6,261.26,91.01,300.41,158.75,224.43,109.6,64.46,171.31,122.32,318.08,105.4,118.86,95.91,80.72,170.18,62.05,148.98,120.78,124.48,65.15,64.07,85.27,60.58,48.37,297.96,63.78,287.85,90.15,306.21,38.76,383.15,90.76,239.62,154.05,261.28,82.56,99.15,102.57,147.71,209.98,164.6,322.14,323.97,301.96,118.34,67.94,257.97
2000-06-10,110.86,262.49,211.86,346.38,252.4,260.79,91.72,303.89,158.95,224.07,108.72,65.8,173.97,121.37,319.31,106.58,120.41,94.42,80.61,169.16,62.73,151.81,119.92,126.02,64.71,64.03,85.53,60.86,49.36,296.27,63.96,288.11,90.11,303.88,38.46,386.06,90.72,243.03,154.9,262.03,82.2,99.78,103.58,145.36,210.33,163.59,319.0,325.66,302.46,119.96,68.13,255.56
2000-06-11,107.4,260.18,210.74,336.22,250.36,262.51,91.31,307.7,159.24,222.78,108.91,65.47,174.73,120.71,325.8,106.78,118.22,94.04,80.51,166.81,62.18,151.63,120.54,128.4,64.63,63.92,86.43,60.19,49.74,299.31,63.25,290.42,89.31,304.71,38.34,384.42,90.02,239.45,156.42,262.23,81.96,99.18,105.56,144.9,214.0,164.07,315.26,323.67,299.92,117.08,68.23,252.11
2000-06-12,105.3,260.61,208.01,336.8,250.9,258.23,90.55,304.74,159.24,223.4,109.68,65.81,175.81,119.47,331.41,107.76,117.14,94.12,80.5,168.13,62.78,151.28,120.89,127.93,64.74,64.18,85.73,60.12,48.9,293.7,63.98,287.22,89.63,301.39,38.08,379.64,91.92,241.0,156.09,263.77,82.65,98.77,105.68,142.4,213.74,164.37,318.65,321.49,300.51,115.3,66.62,254.43
2000-06-13,104.41,259.72,208.65,334.79,250.45,256.53,90.08,309.01,159.14,221.52,109.23,65.39,172.16,121.52,332.04,106.4,118.68,94.55,80.24,170.12,62.29,152.09,119.48,127.05,65.33,64.3,87.02,61.05,49.68,290.92,64.42,282.51,91.09,297.88,38.42,380.64,93.33,241.09,157.99,265.13,83.48,97.85,105.55,143.26,216.93,161.94,312.75,319.87,301.18,114.44,66.88,257.44
2000-06-14,103.52,261.46,210.43,332.84,255.54,254.95,90.47,305.7,159.4,221.02,108.92,64.14,172.68,118.92,333.74,106.56,117.86,93.9,80.57,168.69,62.84,151.93,119.83,126.88,65.12,63.15,86.9,60.98,50.06,290.05,63.13,282.97,90.67,295.75,38.36,381.92,93.4,241.85,159.41,268.27,82.15,98.98,106.18,144.89,215.65,158.41,312.66,317.08,303.18,114.85,66.56,259.96
2000-06-15,104.26,256.85,209.61,329.25,254.38,255.5,90.83,305.59,160.14,219.19,109.47,63.1,170.02,118.87,328.26,107.43,118.83,93.19,81.23,169.72,62.68,152.07,119.32,125.97,65.92,62.9,88.25,61.3,49.84,290.32,63.24,281.24,90.19,296.44,38.36,381.14,92.74,241.18,162.54,267.87,80.66,100.17,105.27,144.97,216.76,157.94,314.22,315.74,299.57,115.74,66.43,256.81
2000-06-16,104.73,254.7,207.67,325.49,254.3,257.44,90.75,298.27,157.76,218.75,110.11,62.36,164.9,117.2,326.32,106.77,120.85,93.31,81.12,171.29,62.36,150.99,118.42,125.4,66.41,63.02,87.08,61.64,49.89,286.74,63.4,280.01,87.77,302.46,37.95,372.01,92.68,241.15,163.45,269.23,80.77,100.39,104.04,144.58,217.91,159.86,311.99,317.22,299.19,115.04,66.29,255.46
2000-06-17,105.53,251.51,207.57,327.37,255.75,256.31,91.45,297.08,158.51,218.83,110.69,62.59,162.05,116.07,331.58,106.43,123.98,96.12,81.82,169.95,62.28,148.12,119.13,126.09,66.26,62.42,86.56,61.45,50.43,290.2,63.1,281.57,86.46,305.48,38.11,369.12,92.1,242.65,165.09,270.64,79.63,100.13,102.96,143.57,218.91,159.93,311.78,322.24,299.35,113.96,66.02,251.6
2000-06-18,105.37,253.97,207.89,330.56,250.18,259.63,91.9,301.38,158.13,218.1,109.06,62.99,159.08,114.9,334.95,105.98,123.07,96.36,81.27,169.54,62.37,146.16,121.12,124.63,66.91,62.73,87.48,60.79,50.68,290.03,64.35,278.95,86.35,306.31,38.14,372.2,92.63,239.91,167.6,269.43,79.2,100.05,103.79,141.96,219.48,157.14,307.74,321.93,303.01,114.24,65.83,251.47
2000-06-19,106.53,254.38,211.21,331.73,245.73,259.69,91.57,299.56,161.24,213.78,109.53,62.05,159.53,115.76,336.38,106.93,121.97,97.2,80.03,169.27,61.6,144.69,122.67,124.34,67.39,61.91,88.02,60.71,51.38,283.43,65.59,277.58,85.23,305.61,38.23,371.47,93.54,239.41,166.67,272.5,80.37,100.61,103.04,144.09,217.69,158.67,309.35,320.06,301.33,113.28,66.51,252.58
2000-06-20,105.57,255.67,209.55,331.42,245.24,262.54,91.71,294.66,162.73,209.26,109.09,62.6,159.77,114.71,334.62,107.23,122.77,96.27,79.54,169.13,60.72,143.47,123.55,126.39,67.56,61.75,90.22,60.15,51.44,284.09,65.55,272.44,85.9,306.2,37.54,371.37,94.16,241.62,163.0,272.96,80.29,102.34,104.03,144.33,218.6,159.21,312.29,320.51,303.4,111.45,67.55,250.37
2000-06-21,105.79,251.27,208.04,333.89,248.61,262.38,91.42,291.22,161.73,209.25,106.89,62.14,163.4,115.7,331.47,106.67,121.66,98.01,78.31,169.03,60.71,140.31,121.42,124.86,68.02,61.9,89.65,60.56,51.48,285.2,66.2,274.65,86.47,309.57,37.14,371.64,92.0,242.07,163.6,271.21,80.22,102.11,104.68,143.91,215.11,160.02,313.89,320.54,299.93,111.33,67.49,244.13
2000-06-22,104.43,250.26,204.88,330.2,253.38,256.8,92.02,288.45,164.87,213.14,108.64,62.73,161.96,117.12,336.87,106.53,122.46,98.16,79.11,167.59,60.43,140.31,120.59,125.06,67.73,61.7,89.73,60.21,52.02,283.86,66.46,273.6,85.81,307.78,37.06,367.17,91.86,244.38,163.92,268.52,80.02,102.35,103.19,144.54,215.32,159.5,316.0,317.21,300.85,111.18,68.35,240.45
2000-06-23,102.56,249.02,203.02,328.7,251.97,258.65,91.23,285.87,164.91,215.49,108.06,62.03,160.53,115.05,334.43,105.23,122.54,97.88,79.49,168.68,59.99,140.92,122.0,124.7,67.69,62.72,88.32,59.65,51.56,283.09,67.34,272.06,85.06,304.58,37.01,359.2,92.93,243.63,163.09,270.19,79.3,101.37,104.11,144.36,213.46,159.83,313.36,316.6,301.14,109.78,67.74,240.45
2000-06-24,101.28,248.64,204.07,325.4,252.42,262.48,90.12,286.63,164.73,215.59,107.27,61.96,160.23,116.59,327.93,104.51,122.08,97.82,78.65,169.81,60.21,143.27,124.88,124.46,67.01,63.59,88.18,60.0,50.53,287.32,67.49,274.88,83.85,305.21,37.13,359.29,92.83,243.56,162.22,268.14,80.22,101.18,102.44,145.07,213.59,159.8,310.14,314.1,295.95,110.21,67.02,242.07
2000-06-25,101.73,245.05,201.42,328.68,254.22,262.3,89.9,290.04,165.19,215.34,105.53,61.82,158.33,114.45,329.92,103.73,123.31,96.14,78.89,171.57,60.29,141.99,123.98,124.74,67.1,65.17,87.35,61.08,49.41,289.65,68.31,277.22,83.68,309.1,36.29,361.94,93.61,240.94,161.82,269.82,79.74,99.63,101.97,147.21,213.53,161.53,306.35,313.44,295.81,109.23,67.45,238.88
2000-06-26,100.54,249.51,201.31,331.93,253.53,266.36,89.63,292.78,164.81,213.79,101.99,62.05,156.3,113.23,328.76,103.22,122.79,95.36,78.87,170.66,59.79,141.14,122.7,122.51,67.52,66.21,88.51,62.01,49.22,287.72,68.03,278.04,83.61,311.77,36.41,360.77,94.94,243.45,163.1,269.87,79.09,99.32,102.7,146.52,213.32,162.06,309.62,308.32,295.48,111.88,68.39,238.56
2000-06-27,101.43,251.43,202.84,334.18,252.01,266.55,90.32,298.59,165.88,212.05,101.2,62.69,156.31,113.71,329.2,101.05,123.82,95.13,77.61,169.37,60.39,141.46,124.56,122.95,66.54,66.33,88.52,62.29,49.86,285.43,67.66,278.6,83.5,317.33,36.17,359.91,94.65,240.79,162.9,270.13,78.77,99.41,103.03,146.19,211.32,163.15,310.84,312.29,293.75,112.58,69.97,240.82
2000-06-28,101.5,250.79,204.17,339.66,252.53,266.67,91.57,302.01,164.31,214.52,102.48,63.65,154.9,114.64,325.49,100.87,124.4,94.15,78.07,172.01,60.72,141.05,122.39,123.41,66.35,65.68,86.8,63.1,49.84,286.04,66.99,274.77,84.05,320.57,36.78,358.63,94.89,236.34,163.2,271.39,78.76,98.75,102.66,148.55,215.1,165.4,311.25,314.49,295.92,113.66,70.36,238.57
2000-06-29,102.12,250.61,206.22,337.09,249.39,268.84,90.02,302.11,165.22,214.85,101.76,63.12,156.28,112.52,323.51,100.25,122.58,93.5,77.23,173.7,58.94,141.31,123.86,124.22,66.27,66.47,87.38,63.62,50.68,282.92,67.0,269.49,85.15,318.39,36.59,354.66,94.97,235.78,162.79,275.93,77.71,97.36,101.7,149.76,212.91,162.29,312.92,313.11,295.89,114.94,69.62,240.81
2000-06-30,103.34,250.43,207.37,335.13,244.87,265.08,90.1,306.9,162.92,215.02,100.79,62.8,156.77,113.17,323.95,98.87,122.32,94.31,77.25,176.53,59.9,139.33,122.3,124.9,65.91,65.99,86.76,63.46,50.19,287.33,67.41,270.02,86.78,325.74,36.79,359.87,94.67,238.47,164.72,276.56,76.58,97.81,101.74,150.13,214.2,163.93,312.07,316.55,295.88,114.3,68.83,244.06
2000-07-01,103.87,251.62,206.96,335.79,245.35,267.15,90.47,310.91,163.44,215.06,101.23,63.36,157.85,110.98,321.75,98.21,119.22,93.6,77.3,174.85,60.43,140.47,122.09,124.43,66.18,65.71,87.4,63.86,50.94,284.57,67.51,271.54,86.93,328.84,36.85,363.83,96.53,238.47,166.4,275.81,76.35,95.85,102.08,149.11,214.92,165.81,316.71,315.21,290.68,115.34,68.92,244.74
2000-07-02,103.57,255.72,209.97,337.11,245.14,269.08,88.52,309.64,166.31,217.45,102.55,62.93,160.28,114.56,319.65,96.52,118.46,93.61,77.42,175.62,60.98,139.15,118.85,125.02,66.1,66.07,87.74,63.91,50.98,285.89,67.18,268.16,87.8,331.6,36.74,365.6,96.35,238.34,163.43,273.07,76.62,97.79,102.91,150.12,215.59,163.35,317.07,315.85,293.27,114.71,69.47,245.9
2000-07-03,101.15,252.35,209.93,334.74,248.13,271.05,88.76,307.93,167.42,213.46,102.64,63.83,162.79,114.5,317.53,95.85,117.95,95.07,77.8,178.88,61.18,140.34,117.88,125.75,64.99,65.48,88.03,64.21,51.57,286.37,67.56,268.78,86.93,328.8,36.39,370.09,96.51,238.15,161.82,274.7,75.83,98.06,102.41,149.88,219.35,165.19,319.92,318.51,295.26,114.12,70.62,245.51
2000-07-04,101.0,253.33,213.31,328.11,250.76,269.77,88.27,308.15,168.61,212.38,101.37,64.05,165.29,117.19,315.87,97.07,119.06,95.88,77.6,181.24,60.98,139.52,118.24,125.81,64.75,66.31,88.53,63.02,51.55,290.6,67.3,271.18,87.76,329.38,36.41,370.78,95.15,235.06,162.31,273.87,76.39,98.47,101.17,149.92,216.46,165.42,320.52,318.11,293.7,114.72,71.42,241.65
2000-07-05,101.72,253.27,210.76,333.29,249.76,273.56,88.51,306.69,169.68,211.8,99.84,64.52,165.0,117.76,310.72,98.89,118.82,97.15,77.21,183.92,62.05,140.76,120.38,126.66,65.3,65.88,89.36,62.1,50.71,289.41,67.19,272.72,88.01,333.16,36.43,373.54,95.89,233.67,162.76,269.16,76.02,100.53,102.09,149.1,212.97,163.76,325.79,320.74,289.46,114.26,69.82,240.91
2000-07-06,100.52,253.15,211.94,330.86,250.67,277.48,86.59,304.2,171.4,209.94,99.12,64.78,166.7,118.06,309.56,98.56,120.61,98.32,77.15,183.64,61.42,138.16,120.55,126.38,65.65,66.53,89.21,60.87,50.19,288.97,68.0,274.28,88.6,332.34,36.75,373.53,95.2,236.82,162.82,267.66,76.28,101.58,102.81,149.32,213.27,165.2,324.18,322.72,285.95,115.09,69.99,241.55
2000-07-07,99.63,248.59,211.0,328.89,251.46,279.61,85.38,306.28,169.48,209.35,98.53,65.61,165.7,119.82,310.77,96.75,119.35,98.0,75.66,183.33,62.62,137.16,121.99,126.67,66.02,66.49,89.07,60.74,49.71,286.82,67.63,268.43,88.96,333.63,36.35,367.1,94.52,237.35,161.36,270.37,78.33,101.02,103.75,149.28,213.94,165.26,328.61,323.17,287.95,115.26,70.07,242.97
2000-07-08,99.14,251.18,209.57,328.05,248.72,277.36,85.46,304.3,166.66,212.12,98.36,65.8,167.08,118.29,314.33,96.67,118.42,97.87,74.79,182.21,62.71,137.95,121.74,126.77,65.86,65.81,89.45,59.94,48.69,284.26,67.38,270.51,89.7,339.82,36.54,368.42,93.83,233.61,159.66,272.88,78.68,101.24,103.87,149.72,211.2,166.48,336.56,322.69,279.8,115.25,71.16,244.06
2000-07-09,98.38,256.61,208.46,325.35,246.83,276.45,86.07,305.37,165.7,210.1,98.86,66.63,166.87,119.48,312.13,95.22,117.33,97.91,74.49,182.74,62.85,137.76,119.42,123.92,66.02,65.66,89.6,58.92,48.99,282.72,67.33,269.95,91.95,343.85,36.53,366.18,93.75,231.09,158.28,277.69,78.18,100.88,104.57,148.59,208.94,167.9,338.71,323.81,279.57,115.6,71.43,243.08
2000-07-10,99.32,256.59,207.44,321.8,242.88,276.23,85.67,304.19,163.1,212.41,98.35,66.64,167.33,117.76,306.64,94.41,116.76,97.49,73.94,182.78,62.99,140.7,119.45,121.59,65.46,65.06,88.41,59.29,48.25,281.81,67.5,270.47,92.76,340.37,36.18,369.39,94.86,232.06,158.6,281.76,79.35,99.09,102.87,149.96,209.69,165.33,341.29,317.17,273.06,115.5,71.57,239.31
2000-07-11,98.23,257.49,207.66,322.04,237.28,274.56,84.69,306.3,161.46,213.76,97.76,65.42,167.27,116.23,303.32,94.93,116.59,97.83,74.6,182.6,63.73,140.18,119.72,122.61,65.15,64.27,88.05,59.46,48.4,281.14,68.38,263.55,92.29,346.0,36.31,366.19,92.81,231.1,157.75,283.29,79.5,99.72,102.28,149.05,209.74,161.77,336.05,317.16,270.44,115.65,70.88,234.31
2000-07-12,99.2,251.48,207.86,320.39,240.75,274.18,84.59,305.3,161.73,214.1,97.27,64.96,168.29,118.24,298.33,94.55,116.35,99.75,75.19,184.89,64.3,138.85,121.44,123.46,65.8,62.65,88.28,58.81,48.4,281.92,67.38,264.03,93.2,350.93,36.22,365.03,92.79,230.27,157.28,277.41,80.49,100.54,101.57,148.42,209.21,160.33,332.6,312.43,272.29,116.85,70.27,232.94
2000-07-13,99.91,250.03,211.29,320.51,243.31,278.41,84.29,309.01,162.56,216.21,97.94,64.47,166.28,117.05,293.78,95.56,115.98,99.91,75.56,184.72,64.65,137.87,120.04,123.23,64.69,62.45,88.64,58.43,47.79,287.4,66.94,262.34,93.17,350.3,36.45,364.05,91.15,231.38,154.74,280.45,82.35,101.39,100.66,147.73,209.93,160.85,320.18,309.49,269.95,116.72,69.74,236.72
2000-07-14,98.84,250.16,212.86,322.54,242.97,278.4,84.11,307.34,165.88,215.35,97.41,65.41,164.43,116.99,295.03,97.63,116.17,99.57,75.28,184.2,64.87,136.03,119.58,123.28,66.31,61.93,88.56,58.52,47.57,284.79,67.2,263.54,93.35,352.74,36.44,365.62,91.2,230.13,155.88,274.61,82.88,100.22,100.63,147.77,213.82,159.71,325.6,311.36,267.05,117.71,70.62,235.87
2000-07-15,99.23,246.39,211.24,320.52,242.31,282.43,84.22,308.72,169.38,215.54,97.65,63.84,164.13,118.41,298.3,97.28,116.89,100.14,75.71,186.73,65.18,134.44,119.78,123.39,66.59,61.83,87.55,58.51,47.13,287.01,68.17,265.56,93.2,357.53,37.22,363.74,90.13,233.37,155.17,271.83,81.91,99.8,101.8,148.18,214.83,159.25,325.8,309.67,267.12,115.84,70.24,237.76
