Date,AAPL,TSLA,MSFT,GOOG
2001-08-29,151.9,286.33,218.74,121.17
2001-08-30,152.11,287.58,219.22,121.66
2001-08-31,154.51,285.31,218.49,121.14
2001-09-01,153.86,284.87,218.23,121.31
2001-09-02,155.23,284.75,220.75,120.7
2001-09-03,154.2,285.8,221.88,121.22
2001-09-04,150.24,286.88,223.45,121.28
2001-09-05,149.97,288.35,223.38,120.72
2001-09-06,151.93,285.6,222.97,119.75
2001-09-07,153.51,287.79,223.18,121.62
2001-09-08,152.31,290.56,225.73,120.62
2001-09-09,153.42,291.41,225.22,119.04
2001-09-10,154.39,290.01,222.25,120.27
2001-09-11,156.05,288.56,225.32,121.43
2001-09-12,154.71,285.4,223.55,123.82
2001-09-13,157.28,285.58,222.49,123.51
2001-09-14,155.47,287.32,223.95,126.03
2001-09-15,154.93,289.42,225.9,123.65
2001-09-16,153.62,291.93,228.1,124.55
2001-09-17,151.63,294.42,226.51,124.21
2001-09-18,152.52,291.62,227.84,123.36
2001-09-19,154.45,293.41,229.8,122.64
2001-09-20,154.98,291.66,228.92,121.81
2001-09-21,152.28,292.77,224.35,124.45
2001-09-22,154.26,291.69,224.21,123.78
2001-09-23,152.78,296.3,222.91,126.67
2001-09-24,151.95,295.72,221.47,126.23
2001-09-25,150.58,298.94,222.41,126.47
2001-09-26,151.77,299.14,220.79,124.39
2001-09-27,153.33,296.73,221.14,124.1
2001-09-28,153.88,299.43,220.81,126.47
2001-09-29,151.15,301.0,223.45,126.46
2001-09-30,150.87,295.03,222.97,128.5
2001-10-01,152.68,297.35,219.39,127.73
2001-10-02,151.81,299.89,219.8,128.41
2001-10-03,150.36,295.25,221.11,131.62
2001-10-04,151.44,293.65,221.02,133.47
2001-10-05,149.69,287.26,218.49,134.57
2001-10-06,151.46,282.12,217.78,132.52
2001-10-07,153.93,277.19,220.41,133.03
2001-10-08,151.89,281.48,218.55,131.83
2001-10-09,151.3,282.21,221.12,130.65
2001-10-10,152.07,283.22,220.5,131.38
2001-10-11,148.44,282.09,218.01,130.11
2001-10-12,147.48,283.82,220.36,131.43
2001-10-13,145.99,283.3,220.5,130.71
2001-10-14,146.81,281.48,220.78,128.33
2001-10-15,146.05,280.11,223.81,126.04
2001-10-16,146.58,282.11,222.47,124.92
2001-10-17,147.68,284.84,224.01,125.2
2001-10-18,145.09,284.19,222.12,127.11
2001-10-19,145.1,283.24,221.11,127.5
2001-10-20,147.46,286.53,223.49,125.35
2001-10-21,146.05,283.7,227.72,123.11
2001-10-22,146.13,284.24,228.08,122.47
2001-10-23,146.61,284.8,229.31,118.94
2001-10-24,144.09,287.51,228.84,119.23
2001-10-25,140.72,288.3,228.38,119.81
2001-10-26,140.49,290.26,225.33,119.81
2001-10-27,139.12,293.54,224.37,118.71
2001-10-28,137.89,293.5,227.88,119.34
2001-10-29,138.19,291.93,228.56,118.66
2001-10-30,136.63,293.43,229.87,117.72
2001-10-31,135.26,292.46,230.61,116.76
2001-11-01,136.07,284.99,230.62,117.82
2001-11-02,136.35,281.67,231.67,116.19
2001-11-03,135.59,280.84,230.64,114.74
2001-11-04,134.56,283.31,229.27,115.64
2001-11-05,135.44,285.48,225.06,114.88
2001-11-06,136.31,283.3,227.07,115.82
2001-11-07,136.84,279.74,226.3,116.5
2001-11-08,136.6,280.74,228.3,117.84
2001-11-09,137.89,283.03,229.81,117.39
2001-11-10,136.65,282.07,232.17,117.11
2001-11-11,138.12,279.05,236.26,116.39
2001-11-12,139.88,280.06,230.92,115.3
2001-11-13,137.12,277.34,229.68,115.3
2001-11-14,137.05,278.29,229.13,115.84
2001-11-15,137.83,281.4,225.91,116.59
2001-11-16,137.43,279.69,224.9,116.98
2001-11-17,137.04,279.0,228.0,117.83
2001-11-18,137.61,277.21,229.89,118.18
2001-11-19,138.53,279.26,228.73,118.53
2001-11-20,139.7,275.88,231.72,117.72
2001-11-21,138.01,270.51,233.11,119.39
2001-11-22,137.39,268.11,232.45,119.59
2001-11-23,137.76,267.59,234.89,118.72
2001-11-24,139.53,265.3,232.86,121.2
2001-11-25,142.97,263.27,231.91,121.06
2001-11-26,142.46,263.9,235.25,119.5
2001-11-27,143.92,263.38,233.15,120.74
2001-11-28,142.9,262.6,235.54,119.78
2001-11-29,143.03,261.03,233.48,118.71
2001-11-30,143.35,255.27,232.49,120.12
2001-12-01,142.6,252.99,229.59,121.87
2001-12-02,142.4,252.68,228.45,122.95
2001-12-03,140.24,254.36,229.0,123.02
2001-12-04,141.24,254.83,225.84,122.8
2001-12-05,140.78,258.58,229.57,120.12
2001-12-06,139.23,254.82,228.73,119.28
2001-12-07,140.08,255.3,230.39,118.14
2001-12-08,139.1,254.45,234.31,116.53
2001-12-09,138.13,252.47,234.92,117.1
2001-12-10,137.74,253.29,232.24,117.69
2001-12-11,136.97,255.67,232.69,117.17
2001-12-12,137.51,257.23,234.29,118.51
2001-12-13,136.83,259.78,235.2,117.87
2001-12-14,136.62,262.69,234.95,117.62
2001-12-15,137.5,265.31,238.46,116.19
2001-12-16,138.86,260.47,235.88,115.86
2001-12-17,139.7,257.24,236.0,116.43
2001-12-18,140.82,254.41,233.5,115.11
2001-12-19,140.29,250.8,232.75,114.63
2001-12-20,140.01,247.14,233.77,113.78
2001-12-21,138.65,243.98,236.63,112.92
2001-12-22,137.58,244.42,235.33,113.48
2001-12-23,137.37,239.2,235.87,113.59
2001-12-24,139.56,235.62,238.91,113.91
2001-12-25,139.79,231.21,237.27,114.11
2001-12-26,142.24,233.19,236.75,114.69
2001-12-27,141.72,231.06,238.7,113.83
2001-12-28,141.36,232.47,238.08,114.31
2001-12-29,137.54,231.97,238.35,112.57
2001-12-30,136.39,228.73,242.15,112.32
2001-12-31,135.66,227.08,242.33,110.43
2002-01-01,135.5,223.24,244.38,110.52
2002-01-02,133.77,226.86,245.33,109.8
2002-01-03,133.12,229.03,244.64,111.11
2002-01-04,135.45,231.19,246.82,110.13
2002-01-05,135.16,225.61,246.96,110.96
2002-01-06,134.81,226.32,246.77,110.99
2002-01-07,134.67,225.83,244.53,111.67
2002-01-08,134.19,224.03,242.77,111.08
2002-01-09,134.16,225.09,247.3,112.34
2002-01-10,134.84,222.56,249.47,113.04
2002-01-11,135.48,227.07,247.28,112.52
2002-01-12,136.53,226.96,248.73,114.67
2002-01-13,137.31,225.09,247.98,114.5
2002-01-14,137.32,226.73,244.54,113.74
2002-01-15,136.89,229.01,245.54,113.52
2002-01-16,137.45,229.89,243.98,113.82
2002-01-17,139.33,229.81,244.09,115.21
2002-01-18,140.02,234.9,245.34,116.74
2002-01-19,141.15,236.12,242.05,116.15
2002-01-20,141.83,235.92,240.19,115.73
2002-01-21,143.44,239.8,238.9,116.52
2002-01-22,144.7,233.62,243.83,118.21
2002-01-23,146.81,236.36,240.55,120.99
2002-01-24,146.83,239.04,242.11,119.15
2002-01-25,146.44,234.05,241.3,119.44
2002-01-26,148.63,235.77,245.02,122.23
2002-01-27,149.33,239.35,247.49,122.74
2002-01-28,150.22,238.5,249.56,121.06
2002-01-29,152.0,239.29,252.67,123.12
2002-01-30,150.72,243.39,249.4,121.25
2002-01-31,152.59,243.65,243.48,122.88
2002-02-01,151.68,243.85,244.81,123.94
2002-02-02,152.43,243.75,246.68,124.04
2002-02-03,155.51,246.08,246.57,123.23
2002-02-04,154.98,246.78,246.37,122.85
2002-02-05,157.29,247.02,242.78,122.0
2002-02-06,155.66,247.25,244.95,123.01
2002-02-07,155.42,250.0,242.66,122.39
2002-02-08,158.21,247.37,241.44,120.38
2002-02-09,156.33,243.6,241.0,118.69
2002-02-10,154.68,245.46,240.87,117.82
2002-02-11,155.11,246.04,240.63,118.78
2002-02-12,155.17,241.95,237.1,117.22
2002-02-13,157.07,240.54,241.62,117.33
2002-02-14,159.84,240.49,241.36,117.58
2002-02-15,160.77,240.58,241.82,120.07
2002-02-16,161.24,239.56,240.77,117.62
2002-02-17,160.39,238.35,241.82,117.7
2002-02-18,158.82,239.73,244.73,119.08
2002-02-19,159.29,243.42,244.56,118.79
2002-02-20,159.55,246.01,248.03,119.89
2002-02-21,157.65,246.21,250.63,121.48
2002-02-22,156.61,249.46,251.99,121.84
2002-02-23,155.74,251.73,252.55,123.11
2002-02-24,151.54,248.74,251.55,122.3
2002-02-25,151.42,246.58,251.56,122.08
2002-02-26,149.46,244.51,253.85,121.21
2002-02-27,147.81,242.28,253.55,120.57
2002-02-28,148.86,243.95,255.19,121.13
2002-03-01,150.3,242.79,249.78,120.17
2002-03-02,151.61,242.39,248.93,120.35
2002-03-03,153.99,239.91,250.11,118.98
2002-03-04,153.28,238.12,247.24,121.81
2002-03-05,153.05,234.43,242.71,121.73
2002-03-06,152.54,234.14,241.8,122.73
2002-03-07,153.72,234.71,243.47,123.27
2002-03-08,154.57,235.44,244.73,123.8
2002-03-09,153.96,233.18,247.38,121.89
2002-03-10,152.16,230.76,243.69,121.72
2002-03-11,151.38,229.64,243.98,120.81
2002-03-12,150.57,233.19,244.14,119.85
2002-03-13,149.61,229.19,247.65,120.64
2002-03-14,148.03,230.48,248.76,121.27
2002-03-15,149.43,233.73,250.63,121.75
2002-03-16,150.43,230.2,249.27,120.79
2002-03-17,150.18,225.37,252.48,121.92
2002-03-18,148.48,223.54,252.19,121.4
2002-03-19,148.63,223.01,254.3,122.86
2002-03-20,151.37,226.05,256.92,121.72
2002-03-21,149.93,224.64,256.48,120.87
2002-03-22,152.7,226.55,255.62,120.11
2002-03-23,150.94,228.38,253.27,119.45
2002-03-24,150.56,231.34,250.8,119.47
2002-03-25,151.15,234.37,251.23,119.16
2002-03-26,150.66,228.65,252.34,120.69
2002-03-27,151.62,228.78,254.33,119.99
2002-03-28,150.29,234.03,250.78,118.92
2002-03-29,150.71,238.95,249.02,118.79
2002-03-30,151.99,237.48,246.57,120.17
2002-03-31,153.64,236.74,244.93,120.51
2002-04-01,152.61,236.45,243.41,120.1
2002-04-02,152.31,233.02,243.57,120.16
2002-04-03,152.69,235.57,242.6,120.58
2002-04-04,151.64,234.46,241.52,120.67
2002-04-05,152.17,236.53,240.64,122.37
2002-04-06,154.13,234.09,237.14,123.73
2002-04-07,155.45,236.47,235.51,123.73
2002-04-08,157.71,237.89,236.96,122.62
2002-04-09,161.53,237.0,239.46,121.8
2002-04-10,159.11,237.33,239.25,118.27
2002-04-11,158.56,238.43,240.05,119.65
2002-04-12,158.98,239.04,238.1,119.85
2002-04-13,158.54,237.12,236.12,120.61
2002-04-14,158.14,237.46,236.29,119.91
2002-04-15,156.94,234.34,235.96,119.09
2002-04-16,155.02,235.43,234.48,118.95
2002-04-17,156.97,235.16,233.82,117.0
2002-04-18,157.93,234.69,232.76,118.42
2002-04-19,154.24,233.69,233.02,120.07
2002-04-20,154.3,234.68,232.75,119.68
2002-04-21,158.95,233.35,234.35,118.7
2002-04-22,155.02,232.35,234.93,118.07
2002-04-23,153.97,232.19,233.73,117.32
2002-04-24,153.47,234.32,231.54,116.73
2002-04-25,153.86,232.88,232.12,115.66
2002-04-26,152.69,229.05,230.14,113.31
2002-04-27,153.46,226.79,227.87,112.95
2002-04-28,151.9,223.08,228.75,113.56
2002-04-29,152.5,225.33,228.06,114.07
2002-04-30,149.26,227.34,226.55,115.32
2002-05-01,149.73,227.76,227.33,114.84
2002-05-02,147.18,228.54,229.64,113.5
2002-05-03,147.23,227.92,230.55,115.32
2002-05-04,150.2,228.77,227.24,117.85
2002-05-05,149.25,227.12,227.85,118.24
2002-05-06,149.13,226.24,227.41,116.25
2002-05-07,147.78,227.14,225.71,116.26
2002-05-08,150.06,227.32,227.53,116.54
2002-05-09,151.25,227.35,228.66,116.99
2002-05-10,148.91,226.09,227.67,117.19
2002-05-11,146.4,226.42,229.49,115.67
2002-05-12,145.97,225.57,228.78,116.01
2002-05-13,144.28,229.13,229.54,113.31
2002-05-14,142.67,231.28,231.31,114.68
2002-05-15,145.51,232.11,237.4,114.61
2002-05-16,144.06,226.92,238.0,116.19
2002-05-17,142.36,227.46,241.5,117.07
2002-05-18,145.3,228.95,241.94,115.96
2002-05-19,145.37,232.75,241.2,115.45
2002-05-20,144.15,236.27,240.34,115.03
2002-05-21,144.77,235.76,237.3,116.37
2002-05-22,142.75,239.57,239.3,117.35
2002-05-23,141.0,241.94,239.37,117.63
2002-05-24,140.7,242.82,236.66,116.33
2002-05-25,139.32,240.84,236.21,120.13
2002-05-26,139.1,243.29,236.46,120.92
2002-05-27,137.63,237.25,234.86,121.13
2002-05-28,139.1,243.78,232.4,120.81
2002-05-29,138.7,241.82,231.46,122.11
2002-05-30,136.24,245.24,232.24,121.3
2002-05-31,138.32,240.83,228.34,121.32
2002-06-01,136.23,241.19,224.9,119.33
2002-06-02,136.28,243.1,225.74,119.74
2002-06-03,137.68,244.63,222.42,119.97
2002-06-04,138.94,242.9,222.43,119.03
2002-06-05,140.69,243.15,221.66,117.54
2002-06-06,140.21,243.42,220.49,117.83
2002-06-07,140.31,245.1,220.45,116.8
2002-06-08,139.54,248.94,220.84,116.61
2002-06-09,142.06,247.17,219.55,114.62
2002-06-10,141.5,247.27,221.95,113.89
2002-06-11,141.81,253.31,219.47,114.31
2002-06-12,142.79,250.59,220.97,114.51
2002-06-13,141.49,253.27,224.43,116.16
2002-06-14,142.68,251.27,225.73,116.24
2002-06-15,140.64,252.08,225.2,116.57
2002-06-16,142.47,250.46,223.13,115.86
2002-06-17,144.18,252.38,223.67,116.1
2002-06-18,142.28,252.44,225.34,117.12
2002-06-19,141.62,254.28,227.05,116.84
2002-06-20,142.27,254.17,226.03,118.35
2002-06-21,142.55,256.37,225.66,118.7
2002-06-22,144.03,255.14,225.04,120.23
2002-06-23,143.21,256.07,225.48,117.38
2002-06-24,141.16,257.12,222.58,118.29
2002-06-25,141.09,255.8,224.45,118.07
2002-06-26,139.5,253.3,222.66,119.42
2002-06-27,140.58,250.65,222.32,121.12
2002-06-28,140.45,248.68,222.59,121.18
2002-06-29,142.07,254.24,222.06,121.89
2002-06-30,142.29,249.72,218.01,122.4
2002-07-01,140.07,248.3,215.93,121.05
2002-07-02,137.82,242.87,214.76,121.71
2002-07-03,137.46,246.51,215.83,121.94
2002-07-04,136.44,245.85,214.23,121.92
2002-07-05,137.13,246.43,214.68,122.29
2002-07-06,138.52,244.91,213.93,121.96
2002-07-07,141.27,240.57,214.67,119.75
2002-07-08,140.28,238.72,216.64,120.46
2002-07-09,142.19,241.13,214.81,121.8
2002-07-10,141.58,241.47,215.2,122.08
2002-07-11,143.27,240.45,214.76,122.34
2002-07-12,142.86,239.96,211.37,122.84
2002-07-13,144.05,236.26,212.97,124.55
2002-07-14,141.84,235.38,213.59,124.57
2002-07-15,142.19,238.35,210.97,124.51
2002-07-16,141.8,236.33,208.41,121.13
2002-07-17,143.16,233.53,208.33,120.95
2002-07-18,142.36,233.37,209.43,122.14
2002-07-19,142.19,231.06,209.88,124.49
2002-07-20,140.48,229.27,209.76,124.08
2002-07-21,140.79,228.36,213.36,122.31
2002-07-22,140.62,224.7,212.92,121.9
2002-07-23,140.13,225.5,214.41,122.51
2002-07-24,140.14,225.96,212.7,121.88
2002-07-25,140.0,229.04,214.12,121.2
2002-07-26,141.61,230.08,212.63,119.75
2002-07-27,140.23,223.87,214.33,119.26
2002-07-28,138.76,225.12,216.11,119.77
2002-07-29,137.95,227.69,212.48,118.44
2002-07-30,138.24,224.67,213.44,117.63
2002-07-31,134.47,221.39,213.24,118.97
2002-08-01,132.74,226.18,212.76,118.53
2002-08-02,133.7,225.02,213.16,118.62
2002-08-03,136.27,227.46,214.58,117.68
2002-08-04,137.04,227.97,216.21,117.05
2002-08-05,138.97,225.62,220.56,116.48
2002-08-06,140.11,226.46,221.4,117.25
2002-08-07,142.22,226.89,219.64,117.23
2002-08-08,141.53,226.88,218.16,117.26
2002-08-09,141.13,228.22,219.17,118.4
2002-08-10,142.88,227.71,218.33,119.29
2002-08-11,143.41,226.23,217.76,118.58
2002-08-12,144.03,222.37,217.04,116.71
2002-08-13,145.52,220.33,211.95,115.08
2002-08-14,143.72,217.73,212.59,114.26
2002-08-15,141.62,216.06,214.66,113.38
2002-08-16,140.84,214.18,216.01,113.11
2002-08-17,141.41,215.04,216.68,113.12
2002-08-18,144.42,218.24,215.84,112.06
2002-08-19,143.34,215.3,214.62,112.76
2002-08-20,144.58,209.68,216.28,112.73
2002-08-21,145.52,207.06,216.81,113.96
2002-08-22,145.84,207.44,211.7,114.13
2002-08-23,144.7,206.28,208.25,114.75
2002-08-24,144.15,207.09,213.45,115.02
2002-08-25,142.03,207.69,213.26,116.4
2002-08-26,141.01,207.58,210.63,116.85
2002-08-27,137.95,208.48,206.37,117.79
2002-08-28,139.21,210.57,206.88,118.63
2002-08-29,138.32,211.05,206.17,116.14
2002-08-30,141.41,215.43,205.26,115.94
2002-08-31,142.54,215.53,204.17,113.82
2002-09-01,141.15,213.59,205.28,113.95
2002-09-02,142.32,216.44,203.49,111.41
2002-09-03,143.51,215.17,202.34,111.26
2002-09-04,143.9,213.62,204.38,110.42
2002-09-05,142.97,213.04,204.58,110.44
2002-09-06,144.22,213.11,203.8,109.99
2002-09-07,146.66,214.05,199.83,111.67
2002-09-08,147.5,211.44,202.54,112.21
2002-09-09,146.44,213.85,201.31,113.15
2002-09-10,145.89,216.83,203.34,113.48
2002-09-11,144.77,215.97,204.03,113.75
2002-09-12,144.67,216.65,204.97,113.28
2002-09-13,141.41,219.67,201.57,112.58
2002-09-14,140.53,221.17,201.1,113.29
2002-09-15,139.74,222.84,200.94,115.59
2002-09-16,137.59,224.07,198.47,115.14
2002-09-17,135.59,225.84,201.27,114.44
2002-09-18,135.58,225.92,202.9,115.12
2002-09-19,134.53,226.16,201.36,118.2
2002-09-20,134.15,227.98,200.5,119.28
2002-09-21,133.46,232.26,201.43,120.17
2002-09-22,134.93,234.63,200.06,121.74
2002-09-23,134.94,232.42,200.89,120.99
2002-09-24,138.14,229.93,200.72,122.37
2002-09-25,139.97,228.61,204.58,122.66
2002-09-26,137.2,225.19,202.31,120.09
